B03.01 1 9 0.25 10.5 0.25 37 0.25 3496.5 0.433
B03.02 2 9.1 0.08 10.5 0.17 37 0.06 3535.4 0.2
B03.03 3 9.0 0.5 10 0.5 36 1 3240 253
B03.04 4 9.0 0.25 10.5 0.25 37.0 0.25 3500 70
B03.05 5 9 0.1 10 0.3 37 0.3 3330 163.9
B03.06 6 9.2 0.5 10.5 0.5 37 0.5 3570 300
B03.07 7 9 0.5 10.5 0.5 36.5 0.5 3449.25 403
B03.08 8 9.5 0.2 11 0.2 37 0.2 3866.5 109.6
B03.09 9 9 0.2 10 0.2 37 0.2 3240 0.35
B03.10 10 9 0.5 10.1 0.5 38.8 0.5 35300 2700
